Name,Height,Weight,Preferred Foot,Birth Date,Age,Preferred Positions,OVR,POT,Value,Wage,GK Reflexes,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeper
Phillipp Mwene ,172 cm,68 kg,Right,"Jan. 29, 1994",29,"RWB, LWB, LM",75,75,4900000.0,24.0,7,73.5,72.0,65.33333333333333,68.0,77.71428571428571,46.375,9.6
Patrick Mainka ,194 cm,86 kg,Right,"Nov. 6, 1994",29,CB,75,75,4800000.0,26.5,6,52.5,76.0,62.166666666666664,53.666666666666664,64.14285714285714,44.375,9.8
Ander Capa ,175 cm,75 kg,Right,"Feb. 8, 1992",31,RB,75,75,4100000.0,11.5,11,72.0,72.5,75.66666666666667,70.66666666666667,79.85714285714286,63.625,10.8
Keita Baldé ,184 cm,77 kg,Right,"March 8, 1995",28,"ST, LM",75,75,6000000.0,12.0,15,78.0,28.5,62.333333333333336,70.33333333333333,80.0,69.0,11.2
Kenedy ,182 cm,77 kg,Left,"Feb. 8, 1996",27,"LM, RM, ST",75,75,6000000.0,11.5,12,77.5,56.5,68.0,71.66666666666667,71.71428571428571,69.0,12.8
Unai García ,185 cm,81 kg,Right,"Sept. 3, 1992",31,CB,75,75,4600000.0,23.0,9,57.5,77.5,62.0,67.0,67.57142857142857,44.625,10.2
Bruno Petković ,193 cm,88 kg,Right,"Sept. 16, 1994",29,"ST, CAM",75,75,6000000.0,18.5,10,81.5,35.0,60.666666666666664,74.0,73.14285714285714,74.875,11.8
Lucas Alario ,185 cm,78 kg,Right,"Oct. 8, 1992",31,ST,75,75,5500000.0,35.0,15,72.0,23.5,64.16666666666667,54.666666666666664,71.85714285714286,68.75,12.0
Marcus Ingvartsen ,186 cm,80 kg,Left,"Jan. 4, 1996",27,"CF, ST, CAM",75,76,6000000.0,15.5,7,75.5,34.0,65.0,62.666666666666664,70.28571428571429,74.125,11.2
Cristian Lema ,192 cm,93 kg,Right,"March 24, 1990",33,CB,75,75,2700000.0,14.0,9,42.5,73.0,64.66666666666667,57.333333333333336,52.0,60.5,9.8
Lautaro Giannetti ,184 cm,79 kg,Right,"Nov. 13, 1993",30,CB,75,76,4700000.0,14.5,15,56.5,75.5,61.833333333333336,55.666666666666664,68.42857142857143,38.125,12.4
Leonardo Sigali ,181 cm,74 kg,Right,"May 29, 1987",36,CB,75,75,1000000.0,11.5,13,61.5,74.0,68.33333333333333,61.333333333333336,68.71428571428571,50.125,11.4
Rodrigo Rey ,190 cm,78 kg,Right,"March 8, 1991",32,GK,75,75,2800000.0,10.5,76,21.5,15.5,42.333333333333336,20.666666666666668,50.285714285714285,21.0,73.4
Federico Mancuello ,178 cm,70 kg,Left,"March 26, 1989",34,"CAM, CM",75,75,2600000.0,14.5,9,77.5,58.0,69.5,79.33333333333333,67.28571428571429,67.25,10.2
David Silva ,175 cm,73 kg,Right,"Dec. 13, 1986",36,"CAM, LM, CM",75,75,1800000.0,12.0,12,74.5,58.5,71.16666666666667,71.66666666666667,65.57142857142857,60.5,9.6
Tim Kleindienst ,194 cm,85 kg,Left,"Aug. 31, 1995",28,ST,75,75,6000000.0,30.0,14,69.0,25.5,64.16666666666667,55.333333333333336,70.71428571428571,68.5,9.6
Federico Di Francesco ,172 cm,71 kg,Right,"June 14, 1994",29,"LW, RW",75,75,5500000.0,6.2,5,79.0,37.0,60.5,73.33333333333333,72.0,66.375,8.4
Samuel Gustafson ,186 cm,80 kg,Right,"Jan. 11, 1995",28,"CDM, CM",75,76,4900000.0,7.4,11,72.0,67.5,72.66666666666667,76.66666666666667,67.85714285714286,57.5,12.4
Nabil Bentaleb ,187 cm,78 kg,Left,"Nov. 24, 1994",29,"CDM, CM",75,76,4900000.0,27.5,15,80.5,68.0,73.66666666666667,72.0,64.0,71.875,11.8
Divock Origi ,189 cm,88 kg,Right,"April 18, 1995",28,"ST, LW",75,75,6000000.0,55.0,15,75.5,21.0,65.83333333333333,67.0,72.0,67.25,14.0
Mohamed Elneny ,179 cm,72 kg,Right,"July 11, 1992",31,"CDM, CM",75,75,4700000.0,70.0,6,71.0,72.5,71.33333333333333,72.0,62.142857142857146,61.375,11.0
Niklas Stark ,190 cm,88 kg,Right,"April 14, 1995",28,"CB, CDM",75,75,4800000.0,22.0,13,66.0,74.5,67.66666666666667,62.333333333333336,72.0,50.0,12.0
Sebastián Palacios ,163 cm,69 kg,Right,"Jan. 20, 1992",31,"RW, LW",75,75,4700000.0,18.0,9,75.0,47.0,68.5,68.66666666666667,78.85714285714286,65.875,11.2
Rony Lopes ,174 cm,68 kg,Left,"Dec. 28, 1995",27,"RM, RW, ST",75,75,6000000.0,14.0,11,76.5,27.5,58.666666666666664,72.33333333333333,73.71428571428571,66.5,11.2
Leander Dendoncker ,188 cm,88 kg,Right,"April 15, 1995",28,"CM, CDM",75,75,5500000.0,65.0,6,73.5,76.5,74.16666666666667,76.0,67.14285714285714,69.625,11.2
Ricardo Esgaio ,172 cm,73 kg,Right,"May 16, 1993",30,"RWB, RB, CB",75,75,4800000.0,11.5,14,76.0,73.5,72.16666666666667,73.66666666666667,72.14285714285714,64.625,10.6
Daniel Heuer Fernandes ,188 cm,81 kg,Right,"Nov. 13, 1992",31,GK,75,75,3700000.0,20.5,78,23.0,13.5,33.333333333333336,31.666666666666668,47.57142857142857,17.375,74.6
Janik Haberer ,186 cm,79 kg,Right,"April 2, 1994",29,"CM, CDM",75,75,5500000.0,32.0,13,77.0,61.0,73.16666666666667,71.0,65.85714285714286,63.75,13.6
Daniele Rugani ,190 cm,84 kg,Right,"July 29, 1994",29,CB,75,76,4800000.0,70.0,5,61.5,76.5,61.833333333333336,58.0,60.285714285714285,44.25,6.0
Guillermo Fernández ,178 cm,75 kg,Right,"Oct. 11, 1991",32,CM,75,75,4600000.0,18.0,6,76.5,66.5,71.66666666666667,72.66666666666667,69.14285714285714,64.375,9.2
Rubén Peña ,170 cm,65 kg,Right,"July 18, 1991",32,"RB, RM, LB",75,75,4100000.0,23.0,10,73.0,73.5,69.66666666666667,72.66666666666667,72.0,65.875,10.8
Dele Alli ,188 cm,80 kg,Right,"April 11, 1996",27,"CM, CAM",75,76,6000000.0,35.0,8,78.0,63.5,72.0,74.66666666666667,69.14285714285714,74.75,8.2
Marc-Oliver Kempf ,186 cm,87 kg,Left,"Jan. 28, 1995",28,CB,75,76,4800000.0,14.0,11,61.5,75.0,64.0,59.0,73.14285714285714,46.75,11.4
Paulo Oliveira ,187 cm,81 kg,Right,"Jan. 8, 1992",31,CB,75,75,3800000.0,13.0,10,63.0,77.0,58.0,55.666666666666664,62.714285714285715,41.625,10.4
Samu Castillejo ,182 cm,67 kg,Left,"Jan. 18, 1995",28,"RW, RM",75,75,5500000.0,34.0,14,79.5,36.5,67.0,72.33333333333333,71.57142857142857,64.125,13.2
André Ramalho ,182 cm,78 kg,Right,"Feb. 16, 1992",31,CB,75,75,3800000.0,15.0,15,65.0,73.0,67.16666666666667,65.66666666666667,71.57142857142857,60.625,12.2
Marcel Schuhen ,188 cm,85 kg,Right,"Jan. 13, 1993",30,GK,75,75,3700000.0,17.0,77,24.5,17.0,42.0,25.666666666666668,56.0,22.0,73.6
Pacheco ,186 cm,81 kg,Left,"May 18, 1992",31,GK,75,75,3000000.0,8.0,76,18.5,14.5,43.0,24.333333333333332,56.0,21.0,73.4
Sam Larsson ,180 cm,70 kg,Right,"April 10, 1993",30,"LM, CAM, ST",75,75,5500000.0,21.0,7,80.0,33.5,64.16666666666667,70.66666666666667,72.57142857142857,67.375,11.6
Vina ,177 cm,73 kg,Right,"April 15, 1991",32,"CAM, CF",75,75,4500000.0,20.5,6,73.5,52.0,69.16666666666667,72.33333333333333,73.0,74.0,11.0
Derlis González ,175 cm,75 kg,Right,"March 20, 1994",29,"ST, LM, RM",75,75,5500000.0,18.5,13,78.0,42.0,62.5,71.33333333333333,78.42857142857143,71.375,14.4
Kévin Rodrigues ,170 cm,68 kg,Left,"March 5, 1994",29,LB,75,75,4900000.0,14.0,16,74.5,75.0,70.16666666666667,77.66666666666667,72.14285714285714,68.5,13.4
Omar Mascarell ,181 cm,76 kg,Right,"Feb. 2, 1993",30,"CM, CDM, CB",75,75,5500000.0,23.5,11,74.5,73.0,71.83333333333333,70.0,66.42857142857143,64.5,8.6
Christopher Jullien ,196 cm,88 kg,Right,"March 22, 1993",30,CB,75,75,4600000.0,20.0,8,60.5,73.0,66.16666666666667,64.66666666666667,60.57142857142857,48.625,10.6
Robin Pröpper ,190 cm,78 kg,Right,"Sept. 23, 1993",30,CB,75,75,4700000.0,11.5,14,57.0,74.5,68.0,60.333333333333336,63.714285714285715,57.625,10.6
Lukas Kübler ,182 cm,74 kg,Right,"Aug. 30, 1992",31,"RB, CB, RM",75,75,4800000.0,23.0,8,68.0,76.0,63.333333333333336,64.66666666666667,73.42857142857143,48.125,10.6
Bertrand Traoré ,181 cm,73 kg,Left,"Sept. 6, 1995",28,"RM, RW",75,75,6000000.0,65.0,12,83.0,38.5,66.83333333333333,70.33333333333333,70.0,71.5,10.0
Matías Dituro ,191 cm,86 kg,Right,"May 8, 1987",36,GK,75,75,140000.0,11.5,77,28.5,15.0,44.833333333333336,41.333333333333336,47.0,20.75,74.8
Josef Martínez ,173 cm,74 kg,Right,"May 19, 1993",30,ST,75,75,5500000.0,9.4,8,72.5,18.0,61.833333333333336,58.333333333333336,78.57142857142857,71.75,12.0
Robin Olsen ,198 cm,89 kg,Right,"Jan. 8, 1990",33,GK,75,75,1800000.0,46.0,75,14.5,14.0,38.666666666666664,34.0,44.714285714285715,22.0,75.4
Philipp Hofmann ,195 cm,89 kg,Left,"March 30, 1993",30,ST,75,75,5500000.0,25.0,15,69.0,36.5,67.83333333333333,49.333333333333336,60.57142857142857,65.5,13.0
Patrick Bamford ,185 cm,71 kg,Left,"Sept. 5, 1993",30,ST,75,75,5500000.0,45.0,16,72.5,23.5,69.66666666666667,65.0,74.0,70.0,9.8
Taxiarchis Fountas ,170 cm,65 kg,Right,"Sept. 4, 1995",28,"CF, ST, CAM",75,75,6000000.0,46.0,9,73.5,38.5,70.66666666666667,63.666666666666664,81.14285714285714,71.0,13.2
Juan Cruz ,182 cm,79 kg,Left,"July 28, 1992",31,"LB, CB",75,75,4800000.0,23.0,14,65.5,74.0,59.166666666666664,67.66666666666667,70.0,45.5,11.4
Sanjin Prcić ,181 cm,75 kg,Right,"Nov. 20, 1993",30,"CDM, CM",75,75,4800000.0,21.0,12,76.0,70.5,70.0,73.66666666666667,64.0,63.125,11.8
Kristoffer Olsson ,178 cm,70 kg,Right,"June 30, 1995",28,"CM, CDM, CAM",75,75,5500000.0,27.0,7,75.0,67.5,73.5,72.66666666666667,70.42857142857143,61.375,8.6
Léo Baptistão ,185 cm,71 kg,Right,"Aug. 26, 1992",31,"RM, ST",75,75,5500000.0,23.5,9,75.0,21.5,63.666666666666664,68.33333333333333,76.85714285714286,70.25,9.2
Jed Wallace ,178 cm,70 kg,Right,"March 26, 1994",29,"RM, CAM",75,75,5500000.0,34.0,6,74.5,46.0,64.16666666666667,71.33333333333333,74.71428571428571,66.5,11.4
Alessio Cragno ,184 cm,78 kg,Right,"June 28, 1994",29,GK,75,75,3800000.0,32.0,78,17.0,11.5,40.0,23.666666666666668,44.857142857142854,20.125,73.8
Luís Hernández ,183 cm,75 kg,Right,"April 14, 1989",34,CB,75,75,1800000.0,24.5,9,64.5,72.5,69.0,68.66666666666667,69.57142857142857,55.25,8.6
Bernard ,164 cm,60 kg,Right,"Sept. 8, 1992",31,"LW, CAM, RW",75,75,5500000.0,18.0,12,79.5,33.5,62.166666666666664,70.33333333333333,69.0,67.5,10.4
Vako ,174 cm,74 kg,Right,"Jan. 29, 1993",30,"LM, CAM, LW",75,75,5500000.0,12.0,12,78.0,39.5,62.666666666666664,67.66666666666667,77.57142857142857,68.75,9.8
Jean-Daniel Akpa Akpro ,180 cm,70 kg,Right,"Oct. 11, 1992",31,CM,75,75,5500000.0,40.0,8,78.0,74.0,75.0,71.33333333333333,78.14285714285714,64.625,8.6
Cristian Ramírez ,172 cm,72 kg,Left,"Aug. 12, 1994",29,LB,75,75,5000000.0,16.0,12,75.5,70.0,63.833333333333336,69.33333333333333,78.85714285714286,50.375,11.4
Denis Suárez ,178 cm,66 kg,Right,"Jan. 6, 1994",29,"CM, CAM, CDM",75,75,5500000.0,29.0,7,78.5,57.0,70.16666666666667,77.33333333333333,64.57142857142857,68.625,9.6
Sebastián Rodríguez ,181 cm,75 kg,Right,"Aug. 16, 1992",31,"CM, CDM, CAM",75,75,5500000.0,16.5,15,74.0,72.5,70.0,74.0,70.14285714285714,63.625,14.2
Portu ,167 cm,66 kg,Right,"May 21, 1992",31,"RM, LM, RW",75,75,4700000.0,23.5,13,73.5,54.0,71.83333333333333,71.33333333333333,79.42857142857143,71.5,13.4
Luis Advíncula ,180 cm,80 kg,Right,"March 2, 1990",33,"RB, RW, RM",75,75,2900000.0,16.5,11,73.0,69.0,70.0,69.33333333333333,85.0,66.75,12.4
Kevin Stöger ,175 cm,74 kg,Left,"Aug. 27, 1993",30,"CM, CDM, CAM",75,75,5500000.0,24.0,12,73.5,57.5,69.66666666666667,76.66666666666667,67.14285714285714,62.875,12.4
Santiago Arias ,178 cm,72 kg,Right,"Jan. 13, 1992",31,"RB, RM",75,75,4100000.0,7.9,16,73.0,72.5,72.0,72.0,75.0,54.625,13.2
Zé Luís ,184 cm,80 kg,Left,"Jan. 24, 1991",32,ST,75,75,4600000.0,7.2,14,72.5,21.5,66.83333333333333,51.333333333333336,70.0,71.625,11.8
Pavel Kadeřábek ,182 cm,81 kg,Right,"April 25, 1992",31,"RWB, RM",75,75,4100000.0,27.5,7,71.0,75.5,72.0,72.0,73.42857142857143,54.125,11.0
Alessandro Florenzi ,173 cm,67 kg,Right,"March 11, 1991",32,"RB, RM",75,75,3900000.0,45.0,10,78.0,71.5,74.16666666666667,77.0,70.42857142857143,75.125,9.6
Tonny Vilhena ,175 cm,70 kg,Left,"Jan. 3, 1995",28,"CM, LM, CAM",75,75,5500000.0,17.5,12,75.0,71.0,75.33333333333333,75.66666666666667,75.85714285714286,70.25,12.0
Jamaal Lascelles ,188 cm,83 kg,Right,"Nov. 11, 1993",30,CB,75,75,4700000.0,75.0,15,50.5,75.0,59.0,54.0,57.57142857142857,37.0,11.4
Diego Demme ,172 cm,71 kg,Right,"Nov. 21, 1991",32,"CDM, CM",75,75,3900000.0,39.0,9,75.0,71.0,72.5,74.66666666666667,68.28571428571429,54.0,11.8
Jeffrey Gouweleeuw ,188 cm,83 kg,Right,"July 10, 1991",32,CB,75,75,3800000.0,23.0,7,63.0,76.0,73.16666666666667,68.0,68.42857142857143,56.875,11.2
Nicola Sansone ,173 cm,63 kg,Right,"Sept. 10, 1991",32,"CAM, LW, ST",75,75,4700000.0,16.5,14,79.0,38.5,66.33333333333333,69.33333333333333,70.42857142857143,71.375,11.0
Matt Doherty ,182 cm,80 kg,Right,"Jan. 16, 1992",31,"RB, RWB",75,75,4100000.0,49.0,9,73.0,73.0,73.0,74.0,71.0,60.0,11.0
Ciprian Tătărușanu ,198 cm,90 kg,Right,"Feb. 9, 1986",37,GK,75,75,140000.0,6.6,76,17.5,13.5,39.666666666666664,29.0,51.714285714285715,18.25,74.4
Rasmus Falk ,177 cm,65 kg,Right,"Jan. 15, 1992",31,"CM, CDM",75,75,4600000.0,22.0,10,79.0,66.5,73.83333333333333,71.66666666666667,74.85714285714286,54.625,11.4
Brecht Dejaegere ,173 cm,71 kg,Right,"May 29, 1991",32,"CM, CAM",75,75,4400000.0,8.6,8,74.5,70.0,74.33333333333333,73.66666666666667,71.71428571428571,65.625,8.2
Djibril Sidibé ,183 cm,80 kg,Right,"July 29, 1992",31,"RB, LB",75,75,4800000.0,15.0,7,72.0,71.5,73.16666666666667,71.33333333333333,73.28571428571429,62.25,10.8
Juan Jesus ,185 cm,83 kg,Left,"June 10, 1991",32,CB,75,75,3600000.0,39.0,14,57.0,78.0,62.666666666666664,57.333333333333336,67.57142857142857,40.875,10.4
Mark Uth ,185 cm,72 kg,Left,"Aug. 24, 1991",32,"CAM, ST",75,75,4700000.0,25.5,11,76.5,37.5,67.0,73.0,66.85714285714286,75.25,9.6
Dennis Praet ,181 cm,78 kg,Right,"May 14, 1994",29,"CAM, CF, CM",75,75,5500000.0,41.0,10,77.0,63.5,72.0,76.33333333333333,66.71428571428571,68.25,9.2
Connor Goldson ,191 cm,85 kg,Right,"Dec. 18, 1992",30,CB,75,75,4600000.0,42.0,8,66.5,74.0,68.66666666666667,64.33333333333333,70.57142857142857,48.5,9.4
Nicolas Pallois ,189 cm,89 kg,Left,"Sept. 19, 1987",36,CB,75,75,1500000.0,14.5,6,62.0,75.5,62.5,64.66666666666667,53.857142857142854,55.375,12.4
Anthony Losilla ,185 cm,78 kg,Right,"March 10, 1986",37,"CDM, CM, CB",75,75,1100000.0,15.0,7,72.5,72.0,66.16666666666667,67.0,66.71428571428571,59.875,10.2
Álex Fernández ,182 cm,72 kg,Right,"Oct. 15, 1992",31,"CAM, CM, CDM",75,75,5500000.0,26.5,6,73.0,69.0,73.16666666666667,79.66666666666667,63.285714285714285,69.875,12.8
Domagoj Vida ,184 cm,82 kg,Right,"April 29, 1989",34,CB,75,75,1800000.0,15.0,8,57.5,75.5,65.83333333333333,62.333333333333336,72.42857142857143,45.0,11.2
Martín Silva ,187 cm,88 kg,Right,"March 25, 1983",40,GK,75,75,140000.0,7.2,79,14.0,15.5,40.666666666666664,26.666666666666668,35.285714285714285,19.25,74.8
Stefan Bell ,192 cm,88 kg,Right,"Aug. 24, 1991",32,CB,75,75,3800000.0,23.0,14,48.5,72.5,63.166666666666664,57.333333333333336,52.714285714285715,43.25,11.6
Bart Schenkeveld ,185 cm,83 kg,Right,"Aug. 28, 1991",32,CB,75,75,3800000.0,15.0,9,66.5,76.0,68.66666666666667,64.0,72.0,44.5,11.8
Grzegorz Krychowiak ,186 cm,79 kg,Right,"Jan. 29, 1990",33,"CDM, CM",75,75,2800000.0,12.5,7,70.0,72.0,73.66666666666667,70.33333333333333,56.42857142857143,70.625,10.0
Andriy Yarmolenko ,189 cm,83 kg,Left,"Oct. 23, 1989",34,"RM, ST",75,75,3500000.0,16.5,14,78.5,32.5,72.0,75.66666666666667,64.0,77.125,7.8
Younès Belhanda ,177 cm,75 kg,Right,"Feb. 25, 1990",33,"CAM, ST",75,75,3500000.0,14.5,16,77.0,58.5,73.33333333333333,75.66666666666667,71.85714285714286,73.875,12.8
Ricardo Rodríguez ,182 cm,77 kg,Left,"Aug. 25, 1992",31,"CB, LM, LB",75,75,4600000.0,34.0,11,76.5,76.0,73.0,75.66666666666667,70.0,72.5,13.2
Xherdan Shaqiri ,169 cm,72 kg,Left,"Oct. 10, 1991",32,"CAM, RM",75,75,4700000.0,8.6,11,77.5,48.5,67.16666666666667,76.66666666666667,68.0,73.625,11.8
Wes Foderingham ,185 cm,75 kg,Left,"Jan. 14, 1991",32,GK,75,75,2800000.0,24.0,76,20.0,15.5,40.666666666666664,38.666666666666664,52.142857142857146,20.5,73.8
Cenk Tosun ,183 cm,78 kg,Right,"June 7, 1991",32,"ST, LW",75,75,4600000.0,25.5,9,73.0,24.5,66.66666666666667,66.66666666666667,69.14285714285714,75.375,11.8
Chris Wood ,191 cm,92 kg,Right,"Dec. 7, 1991",32,ST,75,75,4800000.0,60.0,16,73.0,29.5,67.83333333333333,54.333333333333336,62.142857142857146,74.75,13.8
Teemu Pukki ,180 cm,78 kg,Right,"March 29, 1990",33,ST,75,75,3600000.0,9.4,7,71.0,22.5,72.0,59.0,76.28571428571429,66.375,9.0
Mert Günok ,196 cm,92 kg,Right,"March 1, 1989",34,GK,75,75,950000.0,17.5,74,20.0,12.5,41.333333333333336,34.0,55.857142857142854,20.5,74.8
Damián Díaz ,174 cm,67 kg,Right,"May 1, 1986",37,"CAM, CF",75,75,1800000.0,12.0,7,76.5,33.5,65.66666666666667,74.66666666666667,70.57142857142857,68.875,11.6
Fidel ,180 cm,74 kg,Left,"Oct. 27, 1989",34,"LM, CM, CAM",75,75,3500000.0,11.0,12,73.5,59.0,68.66666666666667,75.0,66.85714285714286,67.0,11.8
Jonjo Shelvey ,184 cm,80 kg,Right,"Feb. 27, 1992",31,"CM, CDM",75,75,4600000.0,55.0,16,74.5,60.5,72.66666666666667,81.0,54.285714285714285,70.5,12.8
Gustavo Bou ,175 cm,72 kg,Right,"Feb. 18, 1990",33,"ST, LM",75,75,3600000.0,9.4,7,73.5,25.5,66.83333333333333,66.33333333333333,74.42857142857143,73.125,10.0
Taison ,172 cm,75 kg,Right,"Jan. 13, 1988",35,"CAM, LW",75,75,2300000.0,12.0,13,83.0,46.5,61.166666666666664,74.0,75.57142857142857,70.375,10.6
Clément Grenier ,186 cm,72 kg,Right,"Jan. 7, 1991",32,"CM, CAM, CDM",75,75,4400000.0,10.0,6,76.0,57.0,69.5,78.66666666666667,58.0,74.75,10.4
Mario Balotelli ,190 cm,88 kg,Right,"Aug. 12, 1990",33,ST,75,75,4600000.0,16.0,2,77.0,21.0,65.16666666666667,67.66666666666667,65.71428571428571,79.5,2.4
Joshua King ,184 cm,82 kg,Right,"Jan. 15, 1992",31,"ST, CF, LW",75,75,4800000.0,32.0,7,76.5,32.5,66.33333333333333,69.33333333333333,77.85714285714286,71.0,10.2
José Callejón ,178 cm,73 kg,Right,"Feb. 11, 1987",36,"LM, ST, RM",75,75,1800000.0,14.0,11,74.5,32.0,68.16666666666667,72.66666666666667,72.71428571428571,71.5,9.8
Maurício ,180 cm,78 kg,Right,"Oct. 21, 1988",35,"CDM, CM, CAM",75,75,1900000.0,8.3,6,75.5,74.0,70.16666666666667,74.0,69.0,71.875,10.8
Gylfi Sigurðsson ,186 cm,77 kg,Right,"Sept. 8, 1989",34,CAM,75,75,3500000.0,12.0,12,78.0,58.0,69.5,78.33333333333333,59.857142857142854,75.375,11.6
Maxi Moralez ,159 cm,54 kg,Right,"Feb. 27, 1987",36,"CAM, CM, CF",75,75,1800000.0,6.4,9,77.5,55.5,68.16666666666667,74.33333333333333,63.714285714285715,68.25,9.6
Víctor Díaz ,184 cm,72 kg,Right,"June 12, 1988",35,"CB, RB, CDM",75,75,1500000.0,12.5,8,66.5,76.5,68.66666666666667,68.0,69.0,55.625,8.8
Adam Lallana ,178 cm,73 kg,Right,"May 10, 1988",35,"CAM, CM, CDM",75,76,2300000.0,46.0,11,79.0,62.5,74.16666666666667,77.33333333333333,62.142857142857146,69.625,10.8
Séamus Coleman ,177 cm,77 kg,Right,"Oct. 11, 1988",35,"RB, RWB",75,75,2100000.0,32.0,7,74.0,79.5,75.33333333333333,73.0,65.57142857142857,62.75,10.0
Jonny Evans ,188 cm,77 kg,Right,"Jan. 3, 1988",35,CB,75,75,1500000.0,55.0,8,60.0,74.0,67.16666666666667,63.333333333333336,51.42857142857143,41.5,13.4
Salvatore Sirigu ,192 cm,85 kg,Right,"Jan. 12, 1987",36,GK,75,75,140000.0,17.0,74,16.5,12.0,42.666666666666664,21.333333333333332,51.857142857142854,17.625,73.2
Falcao ,177 cm,72 kg,Right,"Feb. 10, 1986",37,ST,75,75,1900000.0,15.5,5,74.5,30.5,69.16666666666667,63.666666666666664,63.42857142857143,76.875,8.6
João Moutinho ,170 cm,61 kg,Right,"Sept. 8, 1986",37,"CM, CAM",75,75,1800000.0,10.5,13,77.0,65.0,73.5,77.33333333333333,60.142857142857146,70.625,13.8
Remko Pasveer ,187 cm,88 kg,Right,"Nov. 8, 1983",40,GK,75,75,140000.0,6.6,75,27.5,19.0,41.166666666666664,35.333333333333336,43.57142857142857,22.75,76.0
Ricardo Batista ,193 cm,86 kg,Left,"Nov. 19, 1986",37,GK,75,75,140000.0,4.0,75,18.5,14.0,34.833333333333336,29.0,45.42857142857143,20.75,74.8
Negredo ,186 cm,86 kg,Left,"Aug. 20, 1985",38,ST,75,75,1900000.0,22.0,13,70.5,30.5,65.83333333333333,60.0,64.14285714285714,75.875,9.6
Andrés Fernández ,187 cm,82 kg,Right,"Dec. 16, 1986",36,GK,75,75,140000.0,5.9,77,16.0,14.5,41.166666666666664,30.666666666666668,60.42857142857143,19.375,74.0
Nikola Krstović ,185 cm,81 kg,Right,"April 5, 2000",23,ST,74,83,4900000.0,14.5,6,71.5,21.5,57.666666666666664,49.0,70.57142857142857,69.875,9.4
Jeffinho ,176 cm,63 kg,Right,"Dec. 30, 1999",23,"LW, LM",74,81,4900000.0,27.5,9,80.5,33.0,59.833333333333336,65.33333333333333,70.0,50.75,11.6
Agustín Sant'Anna ,173 cm,69 kg,Right,"Sept. 27, 1997",26,RB,74,79,4200000.0,12.0,11,71.0,75.5,70.33333333333333,71.33333333333333,64.85714285714286,55.625,9.4
Pablo Barrios ,181 cm,75 kg,Right,"June 15, 2003",20,"CM, CDM",74,85,4700000.0,28.5,10,75.5,66.5,72.5,70.66666666666667,68.28571428571429,58.75,10.4
Gabriel Sara ,177 cm,79 kg,Left,"June 26, 1999",24,CM,74,79,4800000.0,26.0,9,76.0,57.0,73.0,72.66666666666667,77.42857142857143,69.875,10.6
Lukáš Sadílek ,179 cm,64 kg,Right,"May 23, 1996",27,"CM, CDM",74,75,4500000.0,15.5,9,73.5,67.0,70.83333333333333,72.66666666666667,71.57142857142857,60.625,11.4
Đorđe Petrović ,194 cm,88 kg,Right,"Oct. 8, 1999",24,GK,74,81,3600000.0,44.0,75,14.0,13.0,30.166666666666668,23.666666666666668,42.857142857142854,16.125,72.6
Václav Jurečka ,182 cm,76 kg,Right,"June 26, 1994",29,"ST, RW",74,74,4200000.0,17.5,6,70.0,44.5,67.33333333333333,65.66666666666667,75.42857142857143,69.75,8.2
Tiago Gouveia ,176 cm,72 kg,Right,"June 18, 2001",22,"RM, LM",74,84,5000000.0,10.5,15,75.0,32.5,56.5,65.33333333333333,73.14285714285714,56.75,12.4
Nicolò Cambiaghi ,173 cm,74 kg,Right,"Dec. 28, 2000",22,"ST, CAM, LW",74,84,5000000.0,35.0,14,76.5,36.5,63.833333333333336,62.666666666666664,77.14285714285714,65.125,11.0
Andy Diouf ,187 cm,81 kg,Left,"May 17, 2003",20,"CM, CDM",74,83,4700000.0,21.0,10,77.0,67.0,73.0,67.66666666666667,74.0,62.0,11.4
Jakub Kiwior ,189 cm,75 kg,Left,"Feb. 15, 2000",23,"CB, CDM",74,83,4200000.0,55.0,14,61.0,74.5,69.0,59.666666666666664,68.0,41.0,9.4
Kristjan Asllani ,179 cm,70 kg,Right,"March 9, 2002",21,"CM, CDM",74,84,4900000.0,40.0,6,75.5,71.5,68.83333333333333,71.66666666666667,65.71428571428571,61.0,8.2
Christos Zafeiris ,173 cm,75 kg,Right,"Feb. 23, 2003",20,"CM, CDM",74,82,4700000.0,11.5,12,76.5,65.5,72.83333333333333,71.66666666666667,78.0,63.875,10.6
Amir Sâyoud ,171 cm,64 kg,Left,"Sept. 30, 1990",33,"RM, CF, CAM",74,74,3300000.0,18.0,10,77.5,27.5,60.333333333333336,72.33333333333333,72.42857142857143,68.125,10.6
Romeo Lavia ,181 cm,75 kg,Right,"Jan. 6, 2004",19,CDM,74,86,4100000.0,34.0,13,76.0,72.0,65.33333333333333,64.33333333333333,73.85714285714286,48.875,8.6
Liel Abada ,168 cm,67 kg,Right,"Oct. 3, 2001",22,RW,74,82,5000000.0,35.0,13,71.5,43.5,59.833333333333336,64.66666666666667,79.57142857142857,66.25,10.0
Ivan Schranz ,185 cm,73 kg,Right,"Sept. 13, 1993",30,"LM, RM, LW",74,74,4100000.0,16.0,6,72.5,60.5,69.33333333333333,66.33333333333333,77.28571428571429,70.875,8.6
